Batch,Cat_Charge,Cat_MW,Cat_VdW,Cat_Rad_Gyr,Cat_Diameter,Cat_Len_x,Cat_Len_y,Cat_Len_z,Cat_MPP,Cat_SDP,An_Charge,Anion_Ox_Num,An_MW,An_VdW,An_Rad_Gyr,An_Diameter,An_Len_x,An_Len_y,An_Len_z,An_MPP,An_SDP,Latt_MW,Latt_a,Latt_b,Latt_c,Latt_alph,Latt_beta,Latt_gam,Latt_Vol,Latt_Voids,Latt_SAV,Latt_Cat_Hir_Vol,Latt_Cat_Hir_Area,Latt_Cat_Hir_Glob,Latt_Cat_Hir_Asph,Latt_An_Hir_Vol,Latt_An_Hir_Area,Latt_An_Hir_Glob,Latt_An_Hir_Asph,V-N Dist (4),Cat_MW_RDKit,Cat_TPSA,Cat_HBD,Cat_HBA,Cat_RotBonds,An_MW_RDKit,An_TPSA,An_HBD,An_HBA,An_RotBonds
0.001900181154967551,0.0,-0.0064509400329884475,0.03594508631750925,0.024936287153374953,2.9400922906266573,0.8540910459772474,0.24882163882281308,-1.8797161856913542,0.2351285436633163,-0.009174135659389527,0.3656478077206249,0.3647805001234451,0.0,0.17622227025231363,0.4012711997137321,0.3420293635422108,0.31250013960704814,0.040599818943727925,0.17961359355299478,0.24323881453061375,0.366722258855986,0.16996741616631544,-0.014156982134112053,-0.12557043521419928,0.09901279008486341,0.039327117508236975,0.5239229003273996,0.2585492246286681,1.2729757901679877,-0.3609897691568664,-0.4590694787538941,0.10187279907461344,0.07794448081437945,0.016286012762057215,-0.17557402886717746,-0.09287926680103052,-0.13381652948603667,-0.01672572654899859,0.009864084547242502,-0.6530880994298598,6.978827988542808e-05,7.119376020003619e-05,0.0,-0.0002630397711152739,-0.0005189600293012402,0.0,0.3475764596693352,0.0,0.33932066243647063,0.21331334174753963
-0.01012085559697819,0.0,0.008450440143361637,0.03888811189701477,-0.02934218510494751,-0.5371565530240032,-0.3104990495786733,0.008588121807383633,-1.6516314589778156,0.16622104562229462,0.16857154057947116,-0.3028264055049655,-0.23918044350697168,0.0,-0.1460821494053433,-0.28488478071047457,-0.2454200191487722,-0.23386498732306643,-0.05035791171072172,-0.17764777666352136,-0.26895563859341165,-0.26749021489123675,-0.11934936096035521,-0.09796698949972402,-0.16686782085214477,-0.07159197492442579,0.0015465016899042746,-0.2743413871820433,0.011541009888129034,-0.9388702248837016,-2.6503853379390865,-0.1372881900119476,-0.017500402511341984,0.026056389095322836,0.06000976664021404,-0.24656913213516304,-0.16333766011983533,-0.07016759406569086,-0.05605219211256529,-0.00828300784223121,-0.09024606768504638,-0.000904781769555895,0.001804264156450948,0.0,-0.0007741085190511044,-0.0031134898821603006,0.0,-0.2849060365445948,0.0,-0.25485515587289825,-0.13799197429303292
-0.0039648768516299835,0.0,0.01870443577466217,0.007990163478306406,-0.04335186488801368,-0.7428793328485157,0.4355012878827858,0.10311019312665126,-1.3607301276605126,0.17518611891056396,0.3678058448199314,0.4900628071544735,0.41382796135372113,0.0,0.24786790500701616,0.43269629122694836,0.3809768345489522,0.27512068550439955,0.05525539439733885,0.28251529077921833,0.34883860850487763,0.3685894984962787,-0.09442946864191114,-0.27331777483497605,-0.21222298258718322,-0.05736817778899182,-0.0011054243362532139,-0.1844203372398775,-0.08849754340744227,-0.7894000505965459,-2.7186498329820186,-0.4335697114251002,-0.05446174559149956,0.01769839799235988,-0.019327296347142607,-0.1746125006147074,-0.15622242599761435,-0.22666803609796968,-0.04063236776436123,-0.01285819052680788,0.49742859159940944,0.0023668889783689377,-0.00015130375061579628,0.0,0.0017783082759543188,0.007099456507074821,0.0,0.4103635139283921,0.0,0.43771135944389583,0.2009640495481625
-0.00946366263935295,0.0,-0.017281193812285787,0.004426032584485987,-0.13151515980372325,-1.7446636630305066,1.5000960220695916,0.037236725644291827,-1.0101770242302142,0.434423472145378,-0.1265433832496894,0.29780097153372587,0.18691017969575788,0.0,0.1513694014128452,0.22905128115359066,0.2467160029461855,0.2098725682455285,0.03480210332072863,0.15734937075674438,0.2192829631665452,0.23971593821057435,-0.06717216006615682,0.9176876657434624,-0.33269671911972504,-0.2640308835827701,0.0930027657789833,0.3991008322660078,-0.05127153038716117,1.1070607566001527,5.5670032939073995,0.36411321672760066,0.04194411666874452,0.02366468564006485,0.0419438133597037,-0.18213906123521836,0.3294887369342981,0.334595501159765,0.015940612174003353,0.044370984903107036,-0.2511452229239087,1.7258999468319335e-05,5.117118428747718e-05,0.0,-0.00010702320447154959,-0.00023529580701631408,0.0,0.2227074349227031,0.0,0.22297340836439236,0.11058050760333955
-0.00019780051967253012,0.0,-0.0027405308803791326,0.013572113177976552,-0.08004718606971026,1.5443950003421265,-0.10080157366846176,0.04478519538518485,1.6148128394434458,-0.09587915775036579,-0.2663138748007724,-0.3115219763826338,-0.2336561058013866,0.0,-0.1733810636403953,-0.41261211113029606,-0.2747970573172983,-0.26389704648263246,-0.032084202240891924,-0.19588536878625648,-0.2579513946511787,-0.25423720250419446,-0.046675017182270545,-0.1469546728927515,-0.19252267166721812,0.022865340698492373,0.016581592585283807,-0.18401298412389744,0.09067879086856359,-1.2213170748272577,-2.8334409532603186,-0.1481340249663005,0.013741670649146956,0.03287176302592451,0.010261525573367044,-0.18277478136428035,-0.173357031157638,-0.047856898254842684,-0.060579244396006746,0.0013920440066009648,0.09907675421534407,-0.00014811492009045876,7.539002155368797e-05,0.0,-0.00024004311779817107,-0.0008790251617838803,0.0,-0.33067864613690934,0.0,-0.28848137604560764,-0.14926651403231533
0.002061966263621037,0.0,0.015657795180195583,0.031273984653170224,-0.013973915980954668,-0.5850139222999559,0.0721921198572108,0.024152599271203654,-1.4555534820728284,0.17590230958198952,0.05307339464458951,-0.34333369473385955,-0.24167671909118002,0.0,-0.15487346595918908,-0.3515513498072111,-0.2926408358055376,-0.20730938939899823,-0.039135158585267726,-0.1989031784642201,-0.26868590069115106,-0.2457831572794966,-0.10329441112324442,-0.0405277739189916,-0.14726647275557841,-0.04392910244565602,0.057051377803666724,-0.1233096854554433,0.08923272497483781,-0.8627869490468822,-2.5180150054172237,-0.1504072582974431,0.02992837558910958,0.019042344407187318,0.0535949026756497,-0.204291596774089,-0.13178879491747922,-0.033150781000501506,-0.06715410377548962,-0.04436658291339672,0.13268279204528585,0.0002310933711144273,0.00023883542083325145,0.0,-0.00031908354198096787,-0.002029284428866331,0.0,-0.2700488796877225,0.0,-0.27185033295607103,-0.14607276418682869
0.0012039604609495058,0.0,0.015326395013636602,0.03448263253300182,-0.02697266458180004,-0.582218184859138,0.05460655340632948,0.06092835111090443,-1.3342451443164163,0.04811225657484229,0.1168388218150254,-0.3847457407433723,-0.24980627075477332,0.0,-0.1572234783750733,-0.3455516487773238,-0.3099772260556294,-0.24212539870634647,-0.056855842961789964,-0.2242263658831977,-0.3005164425564425,-0.2778355961593339,-0.0931565229060829,-0.05359011984616873,-0.25632453231293567,-0.07345357534366286,-0.13093952611943005,-0.23548222058706142,0.13689116329359644,-0.9369928459016542,-2.452958491015627,-0.017143971104464903,0.015194668663395116,0.04496964026928018,-0.017869895471163123,-0.20888118090983704,-0.044286324233279425,0.03403510354728343,-0.07554266233292618,-0.0611417506972487,0.09663445239448187,-2.813683511459933e-05,9.585260363775242e-05,0.0,-0.00041370374915090946,-0.0020281483544484077,0.0,-0.33260622588617667,0.0,-0.29619090401393094,-0.16928127435199283
0.0015771212226317766,0.0,-0.029857668714342082,-0.02700074703483613,0.1647498110700473,1.679783867963958,1.3675330144599722,0.03917474334827106,16.465399985947432,0.1954002381625731,1.4316737480841544,0.21843547501669439,0.16621452294442485,0.0,0.12362362435565714,0.2947353021500241,0.34387012163397307,0.15246681367842047,0.08402209575636535,0.23713759184731678,0.19537207121857297,0.1811213737667294,0.3511396693100766,-0.46590039163297253,0.268721561759257,-0.05464184248579797,0.3472420546874153,-1.6786289256055291,0.20883966351872976,1.6104533920981607,7.008281700447647,0.3447611054615528,0.07022530667234837,-0.07763113637728689,-0.04125121664956051,-0.08968786314946513,0.03584645173861322,0.22495438919833216,-0.13026575154169634,0.014636269046808049,0.4790653386410787,-3.3705309452916556e-06,3.942117154320381e-05,0.0,-0.00014493827207524563,-0.00024929344382662724,0.0,0.22229845139164098,0.0,0.18876256393938504,0.1052071169924856
0.0012112787127489357,0.0,-0.02303930801921694,0.031187692741025327,-0.017744219119223043,0.6298966499038909,-0.051137611060659845,0.14653262903098044,-1.5519745486037229,-0.04330914962268136,-0.09432744826411893,-0.32616445446104575,-0.27023126912121026,0.0,-0.16934280712155342,-0.2669421444073905,-0.27421498985548765,-0.20263824649433404,-0.07462022401692614,-0.20818820671767355,-0.31779385719903563,-0.27564921981247426,-0.10471061348107215,0.007330021744006671,-0.2591909883818061,-0.04723319808970531,-0.22251541174034326,-0.14200002558512445,0.08076116800276054,-0.1740244862122345,-0.15255285067327798,0.2494585264519715,0.009060882912955752,0.047983717420160735,0.0024061318239627667,-0.20962595579043758,0.7326495526047587,0.1225061218657798,0.035386393208676904,-0.05108111095756561,0.6263183935945013,-6.019779269262856e-05,8.352280610959243e-05,0.0,-0.000559065957558405,-0.0007310238274263379,0.0,-0.2737867672088563,0.0,-0.30934127711579307,-0.1581720408853698
-0.0038550308668871608,0.0,0.043849431555972374,0.03422292666184336,-0.053606682070425266,-1.3875762567250616,-0.4784052138375977,0.24088174395129558,-1.7794372101097868,0.25842673260208043,1.0176480291577135,0.32781568545846024,0.22900347236276106,0.0,0.16943979226501593,0.2857960976269859,0.28379116170471896,0.24308875275193553,0.042755860631361706,0.19621862219746586,0.29813993845334796,0.28375285794587335,0.22992362366946892,-0.06425760602229796,0.4217074114368799,0.16032687124445735,0.018749640783669527,-0.23858120784716386,-0.26501837011460033,1.1912118101763585,4.805980786021964,0.4563740140923711,0.025949625265744517,0.06920050982258816,-0.008162571539898786,-0.17559321648267362,-0.20612622068932065,-0.1617704789694705,0.07724715711921781,-0.032367877675322086,-0.19794085174913015,-5.699450608379986e-05,7.623180512445404e-05,0.0,-0.00020638665416294037,-0.000363922444217563,0.0,0.26482618901551125,0.0,0.29827059327655486,0.1340604001179694
